persona_a,persona_b,pair_id,task_type,retain_mechanism,switch_condition,matched_control_condition,n_common_samples,primary_metric_name,primary_switch_value,primary_control_value,primary_gap_abs,scs_metric_name,scs_value,rai_metric_name,rai_value,switch_reaches_target_b,final_type_switch,target_persona_b
ISFJ,ESFJ,ISFJ_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.7527,rai_item_agreement_gap,0.1935,False,ISFJ,ESFJ
ISFJ,ESFJ,ISFJ_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8495,rai_item_agreement_gap,-0.0753,True,ESFJ,ESFJ
ISFJ,ESFJ,ISFJ_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7375,0.7263,0.0112,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,0.0352,,,
ISFJ,ESFJ,ISFJ_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.703,0.701,0.002,scs_predicted_agreement_with_matched_b_control,0.3,mean_rai_margin_a_minus_target,0.0016,,,
ISFJ,ESFJ,ISFJ_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.5667,0.0666,scs_lexical_similarity_to_matched_b_control,0.4883,rai_lexical_gap,-0.0063,,,
ISFJ,ESFJ,ISFJ_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.7,0.0667,scs_lexical_similarity_to_matched_b_control,0.5156,rai_lexical_gap,-0.0969,,,
ISFJ,ESTJ,ISFJ_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,1.0,0.5,scs_item_agreement_with_matched_b_control,0.6344,rai_item_agreement_gap,0.2903,False,ISFJ,ESTJ
ISFJ,ESTJ,ISFJ_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8602,rai_item_agreement_gap,-0.2258,True,ESTJ,ESTJ
ISFJ,ESTJ,ISFJ_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7212,0.7676,0.0464,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,0.0314,,,
ISFJ,ESTJ,ISFJ_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7254,0.7417,0.0163,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0734,,,
ISFJ,ESTJ,ISFJ_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.7,0.0667,scs_lexical_similarity_to_matched_b_control,0.5062,rai_lexical_gap,-0.0294,,,
ISFJ,ESTJ,ISFJ_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.7667,0.1,scs_lexical_similarity_to_matched_b_control,0.4685,rai_lexical_gap,-0.0309,,,
ENTJ,INTJ,ENTJ_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.7957,rai_item_agreement_gap,0.0645,False,ENTJ,INTJ
ENTJ,INTJ,ENTJ_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.1828,True,INTJ,INTJ
ENTJ,INTJ,ENTJ_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7219,0.7631,0.0412,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,0.007,,,
ENTJ,INTJ,ENTJ_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7551,0.7487,0.0064,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0293,,,
ENTJ,INTJ,ENTJ_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.5112,rai_lexical_gap,-0.0144,,,
ENTJ,INTJ,ENTJ_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.501,rai_lexical_gap,-0.0409,,,
ENTJ,ESFP,ENTJ_to_ESFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,0.75,0.25,scs_item_agreement_with_matched_b_control,0.4086,rai_item_agreement_gap,0.4731,False,ESTJ,ESFP
ENTJ,ESFP,ENTJ_to_ESFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.5,0.75,0.25,scs_item_agreement_with_matched_b_control,0.828,rai_item_agreement_gap,-0.129,False,ENTP,ESFP
ENTJ,ESFP,ENTJ_to_ESFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6479,0.663,0.0151,scs_predicted_agreement_with_matched_b_control,0.0667,mean_rai_margin_a_minus_target,0.0492,,,
ENTJ,ESFP,ENTJ_to_ESFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6374,0.6405,0.0031,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0357,,,
ENTJ,ESFP,ENTJ_to_ESFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.4458,rai_lexical_gap,0.0243,,,
ENTJ,ESFP,ENTJ_to_ESFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4583,rai_lexical_gap,-0.0625,,,
ENTJ,INFJ,ENTJ_to_INFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.25,1.0,0.75,scs_item_agreement_with_matched_b_control,0.4624,rai_item_agreement_gap,0.4086,False,ESTJ,INFJ
ENTJ,INFJ,ENTJ_to_INFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9247,rai_item_agreement_gap,-0.4409,True,INFJ,INFJ
ENTJ,INFJ,ENTJ_to_INFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6299,0.7556,0.1257,scs_predicted_agreement_with_matched_b_control,0.0333,mean_rai_margin_a_minus_target,0.0657,,,
ENTJ,INFJ,ENTJ_to_INFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7547,0.76,0.0053,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0591,,,
ENTJ,INFJ,ENTJ_to_INFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6333,0.0333,scs_lexical_similarity_to_matched_b_control,0.4818,rai_lexical_gap,-0.0216,,,
ENTJ,INFJ,ENTJ_to_INFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.6667,0.0666,scs_lexical_similarity_to_matched_b_control,0.4436,rai_lexical_gap,-0.033,,,
ENTJ,ENFJ,ENTJ_to_ENFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.6344,rai_item_agreement_gap,0.2796,False,ENTJ,ENFJ
ENTJ,ENFJ,ENTJ_to_ENFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8602,rai_item_agreement_gap,-0.172,True,ENFJ,ENFJ
ENTJ,ENFJ,ENTJ_to_ENFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.67,0.771,0.101,scs_predicted_agreement_with_matched_b_control,0.0667,mean_rai_margin_a_minus_target,0.0515,,,
ENTJ,ENFJ,ENTJ_to_ENFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.752,0.7657,0.0137,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0816,,,
ENTJ,ENFJ,ENTJ_to_ENFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6,0.0667,scs_lexical_similarity_to_matched_b_control,0.4894,rai_lexical_gap,-0.0123,,,
ENTJ,ENFJ,ENTJ_to_ENFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.4593,rai_lexical_gap,-0.0532,,,
ENTJ,ISFJ,ENTJ_to_ISFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,1.0,0.5,scs_item_agreement_with_matched_b_control,0.4946,rai_item_agreement_gap,0.3763,False,ESTJ,ISFJ
ENTJ,ISFJ,ENTJ_to_ISFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8387,rai_item_agreement_gap,-0.3763,True,ISFJ,ISFJ
ENTJ,ISFJ,ENTJ_to_ISFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6454,0.7683,0.1229,scs_predicted_agreement_with_matched_b_control,0.1,mean_rai_margin_a_minus_target,0.0733,,,
ENTJ,ISFJ,ENTJ_to_ISFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7222,0.7472,0.025,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0542,,,
ENTJ,ISFJ,ENTJ_to_ISFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.5667,0.1,scs_lexical_similarity_to_matched_b_control,0.5249,rai_lexical_gap,-0.0504,,,
ENTJ,ISFJ,ENTJ_to_ISFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4928,rai_lexical_gap,-0.0671,,,
ENTJ,ENTP,ENTJ_to_ENTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.6452,rai_item_agreement_gap,0.2581,False,ENTJ,ENTP
ENTJ,ENTP,ENTJ_to_ENTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8817,rai_item_agreement_gap,-0.1828,True,ENTP,ENTP
ENTJ,ENTP,ENTJ_to_ENTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6613,0.7165,0.0552,scs_predicted_agreement_with_matched_b_control,0.1,mean_rai_margin_a_minus_target,0.0265,,,
ENTJ,ENTP,ENTJ_to_ENTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7039,0.7022,0.0017,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0508,,,
ENTJ,ENTP,ENTJ_to_ENTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6,0.0,scs_lexical_similarity_to_matched_b_control,0.495,rai_lexical_gap,0.0056,,,
ENTJ,ENTP,ENTJ_to_ENTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.7,0.0333,scs_lexical_similarity_to_matched_b_control,0.461,rai_lexical_gap,-0.0047,,,
ENTJ,ESTP,ENTJ_to_ESTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.6989,rai_item_agreement_gap,0.1398,False,ESTJ,ESTP
ENTJ,ESTP,ENTJ_to_ESTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8602,rai_item_agreement_gap,-0.1935,True,ESTP,ESTP
ENTJ,ESTP,ENTJ_to_ESTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6568,0.6872,0.0304,scs_predicted_agreement_with_matched_b_control,0.2333,mean_rai_margin_a_minus_target,0.0382,,,
ENTJ,ESTP,ENTJ_to_ESTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6289,0.6395,0.0106,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.028,,,
ENTJ,ESTP,ENTJ_to_ESTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.7,0.6333,0.0667,scs_lexical_similarity_to_matched_b_control,0.5042,rai_lexical_gap,0.0085,,,
ENTJ,ESTP,ENTJ_to_ESTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.7667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4647,rai_lexical_gap,-0.011,,,
ENTJ,ISTP,ENTJ_to_ISTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,1.0,0.5,scs_item_agreement_with_matched_b_control,0.6989,rai_item_agreement_gap,0.1183,False,ESTJ,ISTP
ENTJ,ISTP,ENTJ_to_ISTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8602,rai_item_agreement_gap,-0.3548,True,ISTP,ISTP
ENTJ,ISTP,ENTJ_to_ISTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.647,0.6857,0.0387,scs_predicted_agreement_with_matched_b_control,0.1333,mean_rai_margin_a_minus_target,0.0299,,,
ENTJ,ISTP,ENTJ_to_ISTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.682,0.6581,0.0239,scs_predicted_agreement_with_matched_b_control,0.2333,mean_rai_margin_a_minus_target,-0.053,,,
ENTJ,ISTP,ENTJ_to_ISTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4993,rai_lexical_gap,-0.0004,,,
ENTJ,ISTP,ENTJ_to_ISTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7,0.0,scs_lexical_similarity_to_matched_b_control,0.5187,rai_lexical_gap,-0.078,,,
ENTJ,ISFP,ENTJ_to_ISFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.25,0.75,0.5,scs_item_agreement_with_matched_b_control,0.3118,rai_item_agreement_gap,0.5591,False,ESTJ,ISFP
ENTJ,ISFP,ENTJ_to_ISFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.8925,rai_item_agreement_gap,-0.5269,False,INFP,ISFP
ENTJ,ISFP,ENTJ_to_ISFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6486,0.746,0.0974,scs_predicted_agreement_with_matched_b_control,0.0333,mean_rai_margin_a_minus_target,0.0651,,,
ENTJ,ISFP,ENTJ_to_ISFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6827,0.7373,0.0546,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,-0.0787,,,
ENTJ,ISFP,ENTJ_to_ISFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.5288,rai_lexical_gap,-0.0425,,,
ENTJ,ISFP,ENTJ_to_ISFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.7,0.0667,scs_lexical_similarity_to_matched_b_control,0.4434,rai_lexical_gap,-0.0701,,,
ENTJ,ENFP,ENTJ_to_ENFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.25,1.0,0.75,scs_item_agreement_with_matched_b_control,0.3871,rai_item_agreement_gap,0.4946,False,EXTJ,ENFP
ENTJ,ENFP,ENTJ_to_ENFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8387,rai_item_agreement_gap,-0.2043,True,ENFP,ENFP
ENTJ,ENFP,ENTJ_to_ENFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6914,0.6953,0.0039,scs_predicted_agreement_with_matched_b_control,0.0667,mean_rai_margin_a_minus_target,0.0157,,,
ENTJ,ENFP,ENTJ_to_ENFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6917,0.6762,0.0155,scs_predicted_agreement_with_matched_b_control,0.4,mean_rai_margin_a_minus_target,-0.0818,,,
ENTJ,ENFP,ENTJ_to_ENFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6667,0.0,scs_lexical_similarity_to_matched_b_control,0.4813,rai_lexical_gap,-0.0281,,,
ENTJ,ENFP,ENTJ_to_ENFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.7333,0.1,scs_lexical_similarity_to_matched_b_control,0.4199,rai_lexical_gap,-0.0463,,,
ENTJ,ISTJ,ENTJ_to_ISTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.7957,rai_item_agreement_gap,0.0108,False,ESTJ,ISTJ
ENTJ,ISTJ,ENTJ_to_ISTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.957,rai_item_agreement_gap,-0.3763,True,ISTJ,ISTJ
ENTJ,ISTJ,ENTJ_to_ISTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.7124,0.7932,0.0808,scs_predicted_agreement_with_matched_b_control,0.1667,mean_rai_margin_a_minus_target,0.0129,,,
ENTJ,ISTJ,ENTJ_to_ISTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7598,0.7541,0.0057,scs_predicted_agreement_with_matched_b_control,0.5667,mean_rai_margin_a_minus_target,-0.0698,,,
ENTJ,ISTJ,ENTJ_to_ISTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6,0.0333,scs_lexical_similarity_to_matched_b_control,0.503,rai_lexical_gap,-0.032,,,
ENTJ,ISTJ,ENTJ_to_ISTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.7,0.0,scs_lexical_similarity_to_matched_b_control,0.4982,rai_lexical_gap,-0.0008,,,
ENTJ,INTP,ENTJ_to_INTP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,0.75,0.25,scs_item_agreement_with_matched_b_control,0.7097,rai_item_agreement_gap,0.1828,False,ENTJ,INTP
ENTJ,INTP,ENTJ_to_INTP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.75,0.75,0.0,scs_item_agreement_with_matched_b_control,0.9032,rai_item_agreement_gap,-0.2258,False,INTJ,INTP
ENTJ,INTP,ENTJ_to_INTP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.695,0.7412,0.0462,scs_predicted_agreement_with_matched_b_control,0.2333,mean_rai_margin_a_minus_target,0.0088,,,
ENTJ,INTP,ENTJ_to_INTP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7339,0.7356,0.0017,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0668,,,
ENTJ,INTP,ENTJ_to_INTP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.6333,0.0,scs_lexical_similarity_to_matched_b_control,0.5574,rai_lexical_gap,-0.0726,,,
ENTJ,INTP,ENTJ_to_INTP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.4729,rai_lexical_gap,-0.0098,,,
ENTJ,INFP,ENTJ_to_INFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.0,1.0,1.0,scs_item_agreement_with_matched_b_control,0.2366,rai_item_agreement_gap,0.6559,False,ESTJ,INFP
ENTJ,INFP,ENTJ_to_INFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8602,rai_item_agreement_gap,-0.4624,True,INFP,INFP
ENTJ,INFP,ENTJ_to_INFP,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6345,0.743,0.1085,scs_predicted_agreement_with_matched_b_control,0.0667,mean_rai_margin_a_minus_target,0.0732,,,
ENTJ,INFP,ENTJ_to_INFP,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7059,0.7241,0.0182,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,-0.0668,,,
ENTJ,INFP,ENTJ_to_INFP,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6,0.6667,0.0667,scs_lexical_similarity_to_matched_b_control,0.469,rai_lexical_gap,0.0153,,,
ENTJ,INFP,ENTJ_to_INFP,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.4454,rai_lexical_gap,-0.0694,,,
ENTJ,ESFJ,ENTJ_to_ESFJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.5591,rai_item_agreement_gap,0.3226,False,ESTJ,ESFJ
ENTJ,ESFJ,ENTJ_to_ESFJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.8387,rai_item_agreement_gap,-0.2043,True,ESFJ,ESFJ
ENTJ,ESFJ,ENTJ_to_ESFJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6314,0.7263,0.0949,scs_predicted_agreement_with_matched_b_control,0.0,mean_rai_margin_a_minus_target,0.0799,,,
ENTJ,ESFJ,ENTJ_to_ESFJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.6958,0.701,0.0052,scs_predicted_agreement_with_matched_b_control,0.3667,mean_rai_margin_a_minus_target,-0.0616,,,
ENTJ,ESFJ,ENTJ_to_ESFJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.5667,0.1,scs_lexical_similarity_to_matched_b_control,0.4218,rai_lexical_gap,0.0688,,,
ENTJ,ESFJ,ENTJ_to_ESFJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.6333,0.7,0.0667,scs_lexical_similarity_to_matched_b_control,0.469,rai_lexical_gap,-0.0371,,,
ENTJ,ESTJ,ENTJ_to_ESTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9032,rai_item_agreement_gap,-0.0538,True,ESTJ,ESTJ
ENTJ,ESTJ,ENTJ_to_ESTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.9355,rai_item_agreement_gap,-0.1398,True,ESTJ,ESTJ
ENTJ,ESTJ,ENTJ_to_ESTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6981,0.7676,0.0695,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,0.0059,,,
ENTJ,ESTJ,ENTJ_to_ESTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7213,0.7417,0.0204,scs_predicted_agreement_with_matched_b_control,0.2667,mean_rai_margin_a_minus_target,-0.0305,,,
ENTJ,ESTJ,ENTJ_to_ESTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6333,0.7,0.0667,scs_lexical_similarity_to_matched_b_control,0.4822,rai_lexical_gap,0.0118,,,
ENTJ,ESTJ,ENTJ_to_ESTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7333,0.7667,0.0334,scs_lexical_similarity_to_matched_b_control,0.4524,rai_lexical_gap,0.0097,,,
ENTP,INTJ,ENTP_to_INTJ,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.75,1.0,0.25,scs_item_agreement_with_matched_b_control,0.6774,rai_item_agreement_gap,0.1183,False,INTP,INTJ
ENTP,INTJ,ENTP_to_INTJ,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,1.0,1.0,0.0,scs_item_agreement_with_matched_b_control,0.7849,rai_item_agreement_gap,-0.1075,True,INTJ,INTJ
ENTP,INTJ,ENTP_to_INTJ,machine_mindset,history,A_history_to_B,B_history_to_B,30,mean_target_similarity,0.6542,0.7631,0.1089,scs_predicted_agreement_with_matched_b_control,0.1333,mean_rai_margin_a_minus_target,0.0562,,,
ENTP,INTJ,ENTP_to_INTJ,machine_mindset,summary,A_summary_to_B,B_summary_to_B,30,mean_target_similarity,0.7074,0.7487,0.0413,scs_predicted_agreement_with_matched_b_control,0.3333,mean_rai_margin_a_minus_target,-0.0297,,,
ENTP,INTJ,ENTP_to_INTJ,ifeval,history,A_history_to_B,B_history_to_B,30,strict_follow_all_rate,0.6667,0.6333,0.0334,scs_lexical_similarity_to_matched_b_control,0.4666,rai_lexical_gap,-0.0181,,,
ENTP,INTJ,ENTP_to_INTJ,ifeval,summary,A_summary_to_B,B_summary_to_B,30,strict_follow_all_rate,0.7,0.6667,0.0333,scs_lexical_similarity_to_matched_b_control,0.4805,rai_lexical_gap,-0.037,,,
ENTP,ESFP,ENTP_to_ESFP,mbti_mcq,history,A_history_to_B,B_history_to_B,93,osr_letter_match_rate,0.5,0.75,0.25,scs_item_agreement_with_matched_b_control,0.7312,rai_item_agreement_gap,0.1828,False,ENTP,ESFP
ENTP,ESFP,ENTP_to_ESFP,mbti_mcq,summary,A_summary_to_B,B_summary_to_B,93,osr_letter_match_rate,0.5,0.75,0.25,scs_item_agreement_with_matched_b_control,0.8387,rai_item_agreement_gap,0.0108,False,ENXP,ESFP
